,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon,geometry,index_right,objectid,LSOA Code,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person
1946,Belsize Avenue,580000,Flat / Apartment,607,1,1,1,,London,NW3 4BL,51.5494535,-0.1701519,POINT (526972.7657292214 184982.2968204162),830,831,E01000848,Camden 011C,Camden 011C,99723.969814,2002.599585,1.0072727272727273,1.009090909090909,1.000909090909091,0.0,0.0,1.0081818181818183,1.0004545454545455,1.0231818181818182,1.0240909090909092,1.0154545454545454
1947,17 Lillie Square,1680000,New development,1100,2,2,2, Earls Court,London,SW6 1UE,51.4862657,-0.1982647,POINT (525196.6582554468 177907.1398488272),1836,1837,E01001883,Hammersmith and Fulham 017D,Hammersmith and Fulham 017D,133565.049694,2183.333578,1.0064858490566038,1.0112028301886793,1.0041273584905661,0.0,1.0005896226415094,1.0112028301886793,1.0023584905660377,1.0265330188679245,1.0088443396226414,1.0424528301886793
1948,Turner House,1250000,Flat / Apartment,802,1,1,1, Covent Garden,London,WC2R 0PP,51.5102814,-0.1234736,POINT (530320.7627069475 180708.2046238674),4613,4614,E01004734,Westminster 018A,Westminster 018A,320307.664287,4386.343791,1.138082191780822,1.067945205479452,1.420821917808219,1.0175342465753425,1.0328767123287672,1.290958904109589,1.2246575342465753,2.7013698630136984,1.1145205479452054,1.7101369863013698
1949,Pierhead Lock,700000,Flat / Apartment,1387,4,4,4, Canary Wharf,London,E14 3FD,51.5002107,-0.0085204,POINT (538327.8706168039 179799.1228251343),4119,4120,E01004221,Tower Hamlets 028D,Tower Hamlets 028D,137325.968821,2928.313667,1.0123893805309734,1.0101769911504426,1.0128318584070797,1.002654867256637,1.0017699115044247,1.011504424778761,1.0030973451327434,1.0238938053097346,1.0207964601769912,1.0517699115044248
1950,Barmouth Road,799999,Flat / Apartment,1283,2,2,2,Wandsworth,London,SW18 2DN,51.4528375,-0.184698,POINT (526230.7163100448 174213.072162037),4506,4507,E01004620,Wandsworth 019C,Wandsworth 019C,106518.450527,1888.154028,1.006310958118187,1.0137693631669535,1.0017211703958693,0.0,1.0005737234652898,1.0017211703958693,1.0011474469305794,1.012621916236374,1.0166379804934023,1.0206540447504302
1951,Margil House,825000,Flat / Apartment,1175,3,3,3,Singapore Road,London,W13 0FD,51.51095979999999,-0.3257816,POINT (516280.546158549 180443.109177577),1230,1231,E01001249,Ealing 028A,Ealing 028A,155529.677748,1886.429666,1.0110766504209128,1.0190518387239698,1.0119627824545858,1.0039875941515286,1.0039875941515286,1.0172795746566239,1.0048737261852017,1.134249003101462,1.0194949047408064,1.0669029685423128
1952,Television Centre,1050000,Flat / Apartment,953,2,2,2,101 Wood Lane,London,W12 7FT,51.5103516,-0.2262376,POINT (523189.6506088787 180538.1801032648),1895,1896,E01001943,Hammersmith and Fulham 004A,Hammersmith and Fulham 004A,442687.34335,3482.182718,1.041954817888428,1.0355002305209775,1.0816044260027662,1.0138312586445366,1.0106039649608114,1.1023513139695713,1.0345781466113417,1.7690179806362378,1.0391885661595206,1.206085753803596
1953,St. Ann's Crescent,575000,Flat / Apartment,720,2,2,2,,London,SW18 2LR,51.4542182,-0.1861689,POINT (526124.7179770997 174364.0788101045),4401,4402,E01004512,Wandsworth 019B,Wandsworth 019B,114834.600543,1598.905508,1.004112405757368,1.0054832076764908,1.0034270047978067,0.0,1.0006854009595614,1.004112405757368,0.0,1.0150788211103496,1.0137080191912269,1.0164496230294722
1954,Eamont Court,725000,Flat / Apartment,617,2,2,2, St Johns Wood,London,NW8 7DW,51.5344979,-0.1660658,POINT (527297.7551028408 183326.260858055),4609,4610,E01004730,Westminster 001D,Westminster 001D,448568.655116,4229.614416,1.0039787798408488,1.0039787798408488,1.0053050397877985,0.0,0.0,1.0075154730327145,1.0030946065428823,1.028735632183908,1.0145888594164456,1.0163572060123784
1955,Hampton Court Way,1000000,House,1827,4,4,4,,Thames Ditton,KT7 0LT,51.3864643,-0.3471152,POINT (515112.5532432048 166564.8988168444),6397,29589,E01030370,Elmbridge 009E,Elmbridge 009E,715850.093825,6116.703371,,,,,,,,,,
1956,Lanson Building,525000,Flat / Apartment,472,1,1,1,348 Queenstown Road,London,SW11 8QN,51.4809649,-0.1485117,POINT (528665.8040546654 177403.8557981945),7035,32249,E01033098,Wandsworth 002F,Wandsworth 002F,327912.611137,2913.106475,1.006140350877193,1.0087719298245614,1.006140350877193,1.0013157894736842,1.0004385964912281,1.0096491228070175,1.006578947368421,1.0460526315789473,1.0021929824561404,1.0236842105263158
1957,Hepworth Court,1600000,Flat / Apartment,1019,3,3,3,30 Gatliff Road,London,SW1W 8QP,51.4870557,-0.1496635,POINT (528568.7100974973 178079.1512343074),7109,32673,E01033597,Westminster 023F,Westminster 023F,62542.28732,1849.234078,1.013107170393215,1.0061680801850423,1.0069390902081727,1.0007710100231304,1.0007710100231304,1.010023130300694,0.0,1.0138781804163455,1.0069390902081727,1.038550501156515
1958,Quarry Road,1550000,House,2326,5,5,5,Wandsworth,London,SW18 2QH,51.454721,-0.181471,POINT (526449.7235722342 174428.0851072024),4513,4514,E01004627,Wandsworth 019F,Wandsworth 019F,109605.328911,1329.18472,1.0029222676797194,1.0140268848626535,1.0023378141437755,1.0011689070718879,0.0,1.005844535359439,1.0040911747516073,1.0169491525423728,1.0233781414377556,1.0181180596142607
1959,Barmouth Road,750000,Flat / Apartment,1176,3,3,3,Wandsworth,London,SW18 2DT,51.4523404,-0.1839548,POINT (526283.7234084271 174159.0730216138),4506,4507,E01004620,Wandsworth 019C,Wandsworth 019C,106518.450527,1888.154028,1.006310958118187,1.0137693631669535,1.0017211703958693,0.0,1.0005737234652898,1.0017211703958693,1.0011474469305794,1.012621916236374,1.0166379804934023,1.0206540447504302
1960,Baxendale Street,950000,House,987,2,2,2,Shoreditch,London,E2 7BY,51.5299908,-0.0673999,POINT (534153.8613546097 183001.203714663),4206,4207,E01004314,Tower Hamlets 006B,Tower Hamlets 006B,83315.759333,1804.206878,1.0142140468227425,1.0075250836120402,1.0334448160535117,1.0016722408026757,1.0008361204013378,1.0183946488294315,1.0117056856187292,1.0861204013377928,1.028428093645485,1.0301003344481605
1961,Redesdale Street,4250000,House,2223,4,4,4,,London,SW3 4BL,51.48647889999999,-0.1644651,POINT (527542.6963488215 177989.1404849821),2838,2839,E01002903,Kensington and Chelsea 018E,Kensington and Chelsea 018E,109845.849847,1787.631665,1.007921998781231,1.0109689213893966,1.004265691651432,1.000609384521633,1.000609384521633,1.0103595368677636,1.0060938452163315,1.1157830591102986,1.0353443022547226,1.0195003046922608
1962,Oxford Road,710000,Flat / Apartment,730,2,2,2,Putney,London,SW15 2LF,51.4627828,-0.2115846,POINT (524335.6636521253 175273.0727578131),4489,4490,E01004602,Wandsworth 010C,Wandsworth 010C,142222.255589,2379.149176,1.0065320665083135,1.0100950118764846,1.002375296912114,1.0017814726840855,1.0005938242280286,1.017814726840855,1.0041567695961995,1.0469121140142519,1.0160332541567696,1.0415676959619953
1963,Ravenswood Park,1100000,House,2007,4,4,4,Northwood,Middlesex,HA6 3PR,51.6136473,-0.410704,POINT (510139.4898483881 191731.4156525497),2430,2431,E01002482,Hillingdon 001E,Hillingdon 001E,635051.209048,3691.925694,1.0018621973929236,1.004965859714463,1.000620732464308,1.000620732464308,0.0,1.0024829298572315,1.0012414649286159,1.0024829298572315,1.016139044072005,1.010552451893234
1964,Davenham Avenue,1600000,House,2914,4,4,4,Northwood,Middlesex,HA6 3HW,51.61935020000001,-0.4181463,POINT (509610.4885820347 192354.4522968628),5900,23210,E01023839,Three Rivers 011A,Three Rivers 011A,1126649.503484,7493.523251,,,,,,,,,,
1965,Chiltern Place,12950000,New development,2840,2,2,2, Marylebone,London,W1U 4EJ,51.520399,-0.155274,POINT (528085.7414098334 181777.2212180897),4591,4592,E01004712,Westminster 008C,Westminster 008C,99458.627438,1992.660285,1.0075725704669751,1.0138830458561212,1.0050483803113168,1.0025241901556583,1.0004206983592765,1.0134623474968447,1.0113588557004627,1.1034917963819941,1.014724442574674,1.0344972654606648
1966,Grosvenor Avenue,749950,Flat / Apartment,1053,3,3,3,Highbury,London,N5 2NP,51.5492517,-0.0887097,POINT (532619.8443299825 185104.2542640207),2715,2716,E01002780,Islington 014F,Islington 014F,79348.330906,1530.547843,1.0063842135809635,1.0156703424260012,1.0029019152640744,1.0029019152640744,1.0011607661056297,1.008125362739408,1.0087057457922228,1.0400464306442252,1.0116076610562972,1.0458502611723737
1967,Devonshire Road,899950,House,1344,5,5,5,,London,W5 4TR,51.5009131,-0.312448,POINT (517231.5421706021 179347.1056116237),1283,1284,E01001303,Ealing 032A,Ealing 032A,162118.819492,1895.162766,1.0086741016109046,1.013011152416357,1.0024783147459728,1.0024783147459728,1.0018587360594795,1.0117719950433706,1.0024783147459728,1.0241635687732342,1.023543990086741,1.0210656753407683
1968,Barwell Court Farmhouse,699950,House,1410,3,3,3, Chessington,Surrey,KT9 2LZ,51.3551694,-0.3205356,POINT (517041.6784927222 163126.8205384855),2882,2883,E01002948,Kingston upon Thames 020C,Kingston upon Thames 020C,5268067.809922,12805.360698,1.0112410071942446,1.0058453237410072,1.0067446043165467,1.002248201438849,1.0013489208633093,1.0125899280575539,1.0017985611510791,1.0323741007194245,1.02113309352518,1.0427158273381294
1969,Hugero Point,399995,Flat / Apartment,569,1,1,1, Greenwich,London,SE10 0GS,51.4943258,0.0179895,POINT (540185.8307993354 179195.1114401454),7152,32809,E01033733,Greenwich 036E,Greenwich 036E,421836.645603,4304.345753,1.013246688327918,1.0257435641089727,1.010247438140465,1.0007498125468632,1.0004998750312422,1.0099975006248438,1.0042489377655586,1.0352411897025744,1.0084978755311171,1.0459885028742815
1970,Ionian Building,525000,Flat / Apartment,814,1,1,1,45 Narrow Street,London,E14 8DW,51.510319,-0.039482,POINT (536148.8635148847 180865.1725023547),6981,31943,E01032768,Tower Hamlets 025E,Tower Hamlets 025E,69880.212838,1208.274733,1.0041710114702815,1.0140771637122001,1.002606882168926,0.0,0.0,1.0041710114702815,1.0015641293013555,1.0140771637122001,1.0072992700729928,1.016162669447341
1971,Palladian Gardens,2500000,New development,2967,5,5,5,Chiswick,London,W4 2ER,51.4864247,-0.2551817,POINT (521244.5917691971 177829.1098937862),2512,2513,E01002569,Hounslow 001A,Hounslow 001A,205000.888649,3534.593104,1.0074147305981216,1.0098863074641622,1.0009886307464162,1.0019772614928324,1.0009886307464162,1.0074147305981216,1.0034602076124568,1.0168067226890756,1.0242214532871972,1.0301532377656946
1972,Vanilla & Sesame Court,950000,Flat / Apartment,698,2,2,2,Curlew Street,London,SE1 2NP,51.5028844,-0.0732594,POINT (533826.8100398564 179976.1774519526),7015,32003,E01032834,Southwark 003K,Southwark 003K,33646.362675,1702.907755,1.0043010752688173,1.0164874551971326,1.0078853046594982,0.0,1.0,1.007168458781362,1.0021505376344086,1.0681003584229392,1.0078853046594982,1.010752688172043
1973,George Road,1750000,New development,2553,5,5,5,Kingston Upon Thames,Surrey,KT2 7NR,51.4192865,-0.2771124,POINT (519897.5899939672 170326.9807789805),2891,2892,E01002957,Kingston upon Thames 003E,Kingston upon Thames 003E,232494.723923,2990.863529,1.0049261083743843,1.006896551724138,1.0152709359605911,1.0014778325123153,1.0004926108374383,1.0064039408866996,1.0019704433497536,1.0083743842364532,1.005911330049261,1.0413793103448277
1974,Lysia Street,1225000,House,1510,4,4,4,Fulham,London,SW6 6NE,51.4804105,-0.2217688,POINT (523580.6282025398 177216.1193439003),1870,1871,E01001917,Hammersmith and Fulham 018C,Hammersmith and Fulham 018C,108023.51642,2129.097438,1.00635593220339,1.00635593220339,1.0098870056497176,1.0007062146892656,1.0007062146892656,1.0035310734463276,1.0014124293785311,1.0134180790960452,1.0233050847457628,1.0353107344632768
1975,Stormont Road,700000,Flat / Apartment,678,2,2,2,,London,SW11 5EJ,51.462715,-0.1555278,POINT (528229.7562801548 175362.1123614346),4476,4477,E01004589,Wandsworth 009E,Wandsworth 009E,95734.261918,1845.660934,1.0076844262295082,1.0117827868852458,1.0,1.0010245901639345,1.0005122950819672,1.0087090163934427,1.0015368852459017,1.016905737704918,1.0179303278688525,1.0163934426229508
1976,17 Lillie Square,2170000,New development,1081,3,3,3, Earls Court,London,SW6 1UE,51.4862657,-0.1982647,POINT (525196.6582554468 177907.1398488272),1836,1837,E01001883,Hammersmith and Fulham 017D,Hammersmith and Fulham 017D,133565.049694,2183.333578,1.0064858490566038,1.0112028301886793,1.0041273584905661,0.0,1.0005896226415094,1.0112028301886793,1.0023584905660377,1.0265330188679245,1.0088443396226414,1.0424528301886793
1977,Cholmondeley Walk,3250000,House,3410,3,3,3,Richmond,Surrey,TW9 1NS,51.459367,-0.309302,POINT (517556.5744794962 174731.9932920781),3790,3791,E01003876,Richmond upon Thames 008B,Richmond upon Thames 008B,473000.421959,3418.986425,1.0387713997985901,1.0297079556898288,1.0387713997985901,1.0060422960725075,1.0035246727089628,1.0483383685800605,1.0196374622356494,1.297079556898288,1.093152064451158,1.1233635448136958
1978,Talisman Tower,630000,Flat / Apartment,709,2,2,2, Canary Wharf,London,E14 9BU,51.4987259,-0.0196071,POINT (537562.8644193201 179613.1322373766),6983,31945,E01032770,Tower Hamlets 032B,Tower Hamlets 032B,43909.850051,1487.5429,1.001762891141472,1.005729396209784,1.001762891141472,1.000440722785368,0.0,1.005288673424416,1.000440722785368,1.0105773468488322,1.007492287351256,1.020713970912296
1979,St Paul Street,1600000,House,1565,3,3,3,Islington,London,N1 7AH,51.5371296,-0.0925631,POINT (532387.8333637785 183749.2601372072),2733,2734,E01002798,Islington 018C,Islington 018C,139357.41742,2075.869887,1.0057609217474797,1.011521843494959,1.0105616898703793,1.00144023043687,1.00048007681229,1.012962073931829,1.0028804608737398,1.0470475276044167,1.0192030724915986,1.0230436869899184
1980,Balcorne Street,475000,Flat / Apartment,626,2,2,2,South Hackney,London,E9 7AU,51.5399952,-0.0481423,POINT (535459.8910308661 184149.178726832),1793,1794,E01001840,Hackney 022B,Hackney 022B,108433.497517,2106.837829,1.0092915214866434,1.0092915214866434,1.0127758420441346,1.0011614401858304,1.0023228803716608,1.0098722415795587,1.005226480836237,1.0313588850174216,1.0150987224157957,1.048780487804878
1981,Ormond Road,1025000,Flat / Apartment,992,3,3,3,Richmond,Surrey,TW10 6TH,51.4584948,-0.3043249,POINT (517904.5777828826 174642.9932979072),3790,3791,E01003876,Richmond upon Thames 008B,Richmond upon Thames 008B,473000.421959,3418.986425,1.0387713997985901,1.0297079556898288,1.0387713997985901,1.0060422960725075,1.0035246727089628,1.0483383685800605,1.0196374622356494,1.297079556898288,1.093152064451158,1.1233635448136958
1982,Fulham Road,500000,Flat / Apartment,481,1,1,1,,London,SW6 5SA,51.474706,-0.2067984,POINT (524635.6634491329 176607.1081685377),1903,1904,E01001951,Hammersmith and Fulham 021E,Hammersmith and Fulham 021E,103475.861115,1975.619346,1.007184846505552,1.009144350097975,1.001306335728282,1.000653167864141,0.0,1.007838014369693,1.0019595035924234,1.032658393207054,1.0215545395166559,1.0261267145656434
1983,Cleveland Street,550000,Flat / Apartment,358,1,1,1,Fitzrovia,London,W1T 6NU,51.522887,-0.1414068,POINT (529040.7599122485 182078.2401791909),833,834,E01000851,Camden 026B,Camden 026B,135560.308613,2608.715406,1.004889056036104,1.0240691989469726,1.0056412185031967,1.0015043249341857,1.0003760812335465,1.0071455434373824,1.0060172997367431,1.1124482888303873,1.0082737871380218,1.0248213614140655
1984,Ferry Road,4350000,House,4862,6,6,6,Barnes,London,SW13 9PR,51.4787231,-0.2410744,POINT (522244.61019774 176996.0931569288),3712,3713,E01003797,Richmond upon Thames 001A,Richmond upon Thames 001A,426420.942077,4492.651407,1.003523608174771,1.0063424947145878,1.0014094432699083,1.003523608174771,0.0,0.0,1.0007047216349543,1.014094432699084,1.0274841437632136,1.0133897110641297
1985,Greenhill Court,575000,Flat / Apartment,997,2,2,2, Northwood,Middlesex,HA6 2BD,51.612424,-0.4267208,POINT (509033.4791454855 191571.3818676184),2420,2421,E01002472,Hillingdon 002A,Hillingdon 002A,532853.538552,4230.315247,1.0022688598979013,1.010209869540556,1.0005672149744753,0.0,0.0,1.0107770845150312,1.001701644923426,1.0334656834940443,1.0141803743618831,1.0323312535450937
1986,Orchard Rise,2650000,House,3009,5,5,5,Richmond,Surrey,TW10 5BX,51.4625267,-0.2804653,POINT (519551.6000704625 175130.0035907918),3789,3790,E01003875,Richmond upon Thames 006C,Richmond upon Thames 006C,502811.50326,4019.546796,1.0081159420289856,1.017391304347826,1.0040579710144928,1.0005797101449276,1.0005797101449276,1.0040579710144928,1.0017391304347827,1.0150724637681159,1.0168115942028986,1.0208695652173914
1987,Addison Gardens,775000,Flat / Apartment,1173,1,1,1,,London,W14 0DS,51.500027,-0.2196364,POINT (523675.6455608604 179401.15862947),1804,1805,E01001851,Hammersmith and Fulham 010A,Hammersmith and Fulham 010A,99461.639577,1748.012245,1.0025445292620865,1.0108142493638677,1.0038167938931297,1.0006361323155217,0.0,1.006997455470738,1.0006361323155217,1.012086513994911,1.0133587786259541,1.0184478371501273
1988,Wadham Road,1345000,House,1909,4,4,4,Putney,London,SW15 2LS,51.4618163,-0.2095349,POINT (524480.6710830461 175169.0731626924),4489,4490,E01004602,Wandsworth 010C,Wandsworth 010C,142222.255589,2379.149176,1.0065320665083135,1.0100950118764846,1.002375296912114,1.0017814726840855,1.0005938242280286,1.017814726840855,1.0041567695961995,1.0469121140142519,1.0160332541567696,1.0415676959619953
1989,Carmalt Gardens,2250000,House,2978,5,5,5,Putney,London,SW15 6NE,51.46193969999999,-0.2241565,POINT (523464.6449023606 175158.0662158746),4526,4527,E01004640,Wandsworth 011D,Wandsworth 011D,167590.141722,2084.426598,1.0052234474753337,1.0156703424260012,0.0,1.0017411491584445,1.0,1.0011607661056297,1.0005803830528148,1.0104468949506675,1.0139291932675565,1.0150899593731864
1990,Falcon Wharf,500000,Flat / Apartment,752,1,1,1, Battersea,London,SW11 3RY,51.4703227,-0.1779568,POINT (526650.7109406221 176169.1142223047),7036,32250,E01033099,Wandsworth 004E,Wandsworth 004E,104922.784274,2547.236152,1.010752688172043,1.0280764635603346,1.0089605734767024,1.0005973715651135,1.002389486260454,1.009557945041816,1.003584229390681,1.0256869772998805,1.0173237753882916,1.04778972520908
1991,Parliament View Apartments,1600000,Flat / Apartment,1192,2,2,2,Lambeth,London,SE1 7XQ,51.4940102,-0.1204542,POINT (530576.7452230515 178904.17123432),3044,3045,E01003112,Lambeth 002E,Lambeth 002E,147054.441519,2167.100155,1.0070308274743105,1.016224986479178,1.0151433207138993,1.0032449972958355,1.0021633315305571,1.0091941590048674,1.0037858301784748,1.0259599783666846,1.0086533261222281,1.0519199567333695
1992,Drapers Yard,515000,Flat / Apartment,578,1,1,1,Wandsworth,London,SW18 1SF,51.457473,-0.1931222,POINT (525632.6974085928 174714.0834538456),4398,4399,E01004509,Wandsworth 010A,Wandsworth 010A,386725.683663,4205.699487,1.030665669409125,1.0231862378459238,1.0392670157068062,1.0082273747195214,1.0029917726252804,1.0347793567688857,1.005983545250561,1.0703066566940913,1.0254300673148842,1.0792819745699327
1993,East Hill,495000,Flat / Apartment,693,1,1,1,,London,SW18 2HQ,51.458558,-0.1836073,POINT (526290.7207261926 174851.0893977857),4399,4400,E01004510,Wandsworth 012B,Wandsworth 012B,166014.955609,2989.185695,1.006280843427546,1.0112157918349036,1.0071781067743382,1.0013458950201883,1.0013458950201883,1.0022431583669806,1.0013458950201883,1.0152534768954689,1.0116644235082997,1.0228802153432033
1994,Coborn Road,1485000,House,1541,4,4,4,Bow,London,E3 2DA,51.5272498,-0.0302051,POINT (536741.9047024625 182765.2002348995),4126,4127,E01004229,Tower Hamlets 004C,Tower Hamlets 004C,106330.404505,1503.042649,1.00906892382104,1.0084643288996373,1.0126964933494558,1.0072551390568318,1.0,1.0205562273276905,1.005441354292624,1.0241837968561065,1.0235792019347036,1.0380894800483675
1995,Park Village East,3650000,House,2034,4,4,4,Regent's Park,London,NW1 7PZ,51.5340427,-0.1439801,POINT (528830.7766361568 183314.2676385177),930,931,E01000948,Camden 021D,Camden 021D,199186.40769,3164.595847,1.0146127618119825,1.0131514856307842,1.0116902094495859,1.0009741841207989,1.0004870920603994,1.0126643935703847,1.0087676570871895,1.045786653677545,1.0248416950803703,1.0418899171943496
1996,Haberdasher Street,825000,Penthouse,896,3,3,3,,London,N1 6EJ,51.5291169,-0.0848244,POINT (532947.834783825 182872.2431970112),7140,32787,E01033711,Hackney 027I,Hackney 027I,77900.197309,1968.50364,1.002704696336366,1.00590115564298,1.0031964593066143,1.0007376444553726,1.0002458814851243,1.0051635111876076,1.0068846815834767,1.0543398082124416,1.0073764445537252,1.0149987705925745
1997,Melrose Road,630000,House,1596,4,4,4,Coulsdon,Surrey,CR5 3JH,51.3208923,-0.1534435,POINT (528771.7973027379 159594.8209799854),1006,1007,E01001025,Croydon 043C,Croydon 043C,227567.178294,2734.866747,1.0032025620496396,1.0040032025620496,1.00080064051241,0.0,0.0,1.0016012810248198,0.0,1.0072057646116894,1.0144115292233786,1.0080064051240993
1998,Elspeth Road,675000,Flat / Apartment,1021,3,3,3,,London,SW11 1DS,51.4633945,-0.1609999,POINT (527847.7481202142 175428.1157552865),4473,4474,E01004586,Wandsworth 009C,Wandsworth 009C,86544.25828,1502.715057,1.0038967364831952,1.0073063809059912,1.0029225523623966,1.0,1.0,1.003409644422796,1.0009741841207989,1.017535314174379,1.0112031173891864,1.0136385776911836
1999,Knightsbridge,17950000,New development,5880,5,5,5,,London,SW3 2AH,51.4968051,-0.1663553,POINT (527382.7021114868 179134.1635391872),2754,2755,E01002819,Kensington and Chelsea 012B,Kensington and Chelsea 012B,216692.868076,2949.332686,1.0205162144275315,1.0185307743216414,1.015883520847121,1.0039708802117804,1.00264725347452,1.028457974851092,1.012574454003971,1.2647253474520186,1.0833884844473858,1.0880211780277962
2000,Clephane Road,699950,Flat / Apartment,976,3,3,3,Canonbury,London,N1 2FT,51.5443443,-0.0899682,POINT (532546.8408887937 184556.2547957259),2658,2659,E01002720,Islington 016C,Islington 016C,100659.413268,1698.163354,1.0128095644748079,1.0183603757472246,1.0098206660973528,1.0025619128949617,1.0025619128949617,1.019214346712212,1.0059777967549104,1.0418445772843723,1.0175064047822373,1.0627668659265586
2001,Thorpe Hall Mansions,600000,Flat / Apartment,854,3,3,3,Eaton Rise,London,W5 2HB,51.5219302,-0.3063229,POINT (517602.5795896458 181694.1497744979),1207,1208,E01001226,Ealing 019C,Ealing 019C,226341.150218,3009.437848,1.008166295471418,1.005939123979213,1.0029695619896066,1.0007423904974015,0.0,1.0074239049740163,0.0,1.0066815144766148,1.0193021529324424,1.028210838901262
2002,Aragon Avenue,900000,House,1363,4,4,4,Thames Ditton,Surrey,KT7 0PY,51.3966601,-0.3368007,POINT (515804.5214589243 167714.9445791899),6378,29570,E01030351,Elmbridge 005B,Elmbridge 005B,544157.333456,5004.661068,,,,,,,,,,
2003,Woodbourne Drive,1195000,House,2149,4,4,4, Esher,Surrey,KT10 0DR,51.3632669,-0.340379,POINT (515639.6453851074 163995.844194443),6324,29516,E01030297,Elmbridge 015B,Elmbridge 015B,1411417.253159,6736.527443,,,,,,,,,,
2004,Des Barres Court,395000,Penthouse,594,1,1,1, Greenwich,London,SE10 0GY,51.4935659,0.018777,POINT (540242.8246800178 179112.1171080017),7152,32809,E01033733,Greenwich 036E,Greenwich 036E,421836.645603,4304.345753,1.013246688327918,1.0257435641089727,1.010247438140465,1.0007498125468632,1.0004998750312422,1.0099975006248438,1.0042489377655586,1.0352411897025744,1.0084978755311171,1.0459885028742815
2005,Landmark East Tower,795000,Flat / Apartment,862,2,2,2,24 Marsh Wall,London,E14 9DB,51.502014,-0.0247381,POINT (537196.8671007401 179969.1515935965),6995,31957,E01032782,Tower Hamlets 033D,Tower Hamlets 033D,75507.739308,1821.888137,1.0044510385756678,1.0037091988130564,1.0014836795252227,1.0014836795252227,0.0,1.007047477744807,1.0014836795252227,1.0137240356083086,1.0077893175074184,1.0426557863501484
2006,Argyll Mansions,1350000,Flat / Apartment,1768,3,3,3,Bishops King Road,London,W14 8QQ,51.4952268,-0.2103009,POINT (524336.6473474605 178883.1562055758),1819,1820,E01001866,Hammersmith and Fulham 012A,Hammersmith and Fulham 012A,151244.984076,2876.869979,1.00718954248366,1.0124183006535947,1.0130718954248366,1.0019607843137255,0.0,1.0202614379084967,1.0052287581699346,1.0477124183006536,1.0202614379084967,1.031372549019608
2007,Benbow House,3600000,Flat / Apartment,2147,3,3,3,24 New Globe Walk,London,SE1 9DS,51.5080477,-0.09591129999999999,POINT (532239.7920115353 180509.2104659894),3847,3848,E01003935,Southwark 002D,Southwark 002D,140150.993035,2367.681735,1.0156716417910447,1.0305970149253731,1.0201492537313432,1.001492537313433,0.0,1.0082089552238807,1.0111940298507462,1.1201492537313433,1.0156716417910447,1.0388059701492538
2008,Fernshaw Mansions,1599950,Flat / Apartment,1111,3,3,3,Fernshaw Road,London,SW10 0TD,51.48295479999999,-0.1835893,POINT (526224.6750438017 177564.1317328265),2848,2849,E01002913,Kensington and Chelsea 021E,Kensington and Chelsea 021E,108580.071051,2309.081351,1.0053547523427042,1.0089245872378403,1.0049085229808121,1.001338688085676,1.000446229361892,1.0093708165997322,1.001338688085676,1.0151717983043285,1.0151717983043285,1.0459616242748773
2009,The Tower,1850000,Flat / Apartment,1176,2,2,2,1 St. George Wharf,London,SW8 2DU,51.4850661,-0.1279949,POINT (530078.7370957009 177896.1464364579),7052,32346,E01033208,Lambeth 004G,Lambeth 004G,53149.51075,939.245433,1.0032786885245901,1.0065573770491802,1.0098360655737706,1.0012295081967213,1.0004098360655738,1.0094262295081968,1.005327868852459,1.0352459016393443,1.0024590163934426,1.0315573770491804
2010,Weldin Mews,875000,House,1211,3,3,3,Putney,London,SW18 1FT,51.4563792,-0.2003626,POINT (525132.6831779919 174580.0647370993),4388,4389,E01004499,Wandsworth 020A,Wandsworth 020A,142578.320703,3042.455381,1.0140127388535032,1.0095541401273886,1.0050955414012739,1.0019108280254778,1.0,1.0070063694267517,1.0,1.0171974522292995,1.0152866242038217,1.0337579617834396
2011,Portman Avenue,1350000,House,1830,5,5,5,,London,SW14 8NX,51.4657917,-0.2634117,POINT (520727.6130595112 175521.0373531083),3723,3724,E01003808,Richmond upon Thames 005C,Richmond upon Thames 005C,133371.615267,1717.95683,1.0036458333333333,1.0083333333333333,1.0010416666666666,1.0,0.0,1.003125,1.0005208333333333,1.0286458333333333,1.0239583333333333,1.009375
2012,Bolingbroke Grove,625000,Flat / Apartment,760,2,2,2,,London,SW11 6HB,51.45558680000001,-0.1683379,POINT (527359.7470728845 174547.1008034211),4446,4447,E01004557,Wandsworth 015B,Wandsworth 015B,108632.583076,1613.813628,1.0056593095642332,1.0045274476513866,1.0028296547821165,1.00339558573854,1.0005659309564232,1.0062252405206564,1.0022637238256933,1.0260328239954726,1.0158460667798528,1.0158460667798528
2013,North Side Wandsworth Common,5500000,House,4273,6,6,6,,London,SW18 2SU,51.4582121,-0.1763804,POINT (526793.7305743962 174825.1001276255),4507,4508,E01004621,Wandsworth 019D,Wandsworth 019D,439846.108842,5046.441013,1.006543723973825,1.0142772159428912,1.0107079119571682,1.0017846519928615,1.0011897679952408,1.0035693039857227,1.0053539559785842,1.0190362879238548,1.0142772159428912,1.0309339678762641
